device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
479933242,6417822932,"(0.018749916926026344, 0.08778872340917587)","(-166.8790740966797, 202.70993041992188, 67.9271011352539)",1,4.57391357421875,1,"(-30.634822845458984, 1.179255723953247, 640.9820556640625)","(0.5724664926528931, 0.48169058561325073, 0.4834297001361847)",1,"(0.01840355433523655, 0.03815838322043419)","(-167.00115966796875, 211.9568328857422, 71.2926025390625)",1,4.311004638671875,1,"(27.345535278320312, -1.9539995193481445, 637.9239501953125)","(0.4430537819862366, 0.4925645887851715, 0.47702550888061523)",1
479949897,6417839587,"(0.012430887669324875, 0.08674222230911255)","(-169.1064453125, 202.90492248535156, 67.9980697631836)",1,4.567657470703125,1,"(-30.606868743896484, 1.141931176185608, 641.0809326171875)","(0.5723944306373596, 0.4818028211593628, 0.48362427949905396)",1,"(0.015207494609057903, 0.04238706827163696)","(-168.12771606445312, 211.1689453125, 71.00585174560547)",1,4.3249053955078125,1,"(27.387191772460938, -1.9978970289230347, 638.01953125)","(0.44297054409980774, 0.49269574880599976, 0.47722044587135315)",1
479966551,6417856241,"(0.016031859442591667, 0.08290154486894608)","(-167.837158203125, 203.62051391601562, 68.25845336914062)",1,4.5719146728515625,1,"(-30.62987518310547, 1.115740180015564, 640.753173828125)","(0.5724809765815735, 0.4818778932094574, 0.4829716682434082)",1,"(0.017220769077539444, 0.04590320959687233)","(-167.41807556152344, 210.5138397216797, 70.76742553710938)",1,4.3259124755859375,1,"(27.341690063476562, -2.0262818336486816, 637.6947021484375)","(0.44304192066192627, 0.49278271198272705, 0.47656750679016113)",1
479983206,6417872896,"(0.03779538348317146, 0.09921049326658249)","(-160.16586303710938, 200.58192443847656, 67.15249633789062)",1,4.583953857421875,1,"(-30.550533294677734, 1.0627633333206177, 639.3446044921875)","(0.5724551677703857, 0.48202866315841675, 0.4801500141620636)",1,"(0.03431639447808266, 0.06131306663155556)","(-161.3921356201172, 207.64276123046875, 69.72245788574219)",1,4.317901611328125,1,"(27.31501007080078, -2.081139087677002, 636.28271484375)","(0.44296711683273315, 0.49296125769615173, 0.47374439239501953)",1
479999861,6417889551,"(0.08399221301078796, 0.14031341671943665)","(-143.88221740722656, 192.92381286621094, 64.36517333984375)",1,4.650177001953125,1,"(-29.784923553466797, 1.1228431463241577, 641.4069213867188)","(0.5705309510231018, 0.48188331723213196, 0.4841982424259186)",1,"(0.24423395097255707, 0.20690564811229706)","(-87.39960479736328, 180.51670837402344, 59.849342346191406)",1,4.296920776367188,1,"(28.164302825927734, -2.1047699451446533, 638.2763061523438)","(0.4412578046321869, 0.49303266406059265, 0.47780176997184753)",1
480016515,6417906204,"(0.39477625489234924, 0.38012996315956116)","(-34.33587646484375, 148.24241638183594, 48.102500915527344)",1,4.6144866943359375,1,"(-29.063249588012695, 1.1027932167053223, 642.6318359375)","(0.568801999092102, 0.48196956515312195, 0.48657935857772827)",1,"(0.32111531496047974, 0.2610226571559906)","(-60.3001708984375, 170.43389892578125, 56.17949295043945)",1,4.298797607421875,1,"(28.83661651611328, -2.252704620361328, 639.44677734375)","(0.4398738741874695, 0.49347829818725586, 0.4802013039588928)",1
480033170,6417922859,"(0.3811062276363373, 0.3580988049507141)","(-39.15437698364258, 152.34719848632812, 49.59646224975586)",1,4.5868988037109375,1,"(-29.420019149780273, 0.37988385558128357, 641.6897583007812)","(0.5697040557861328, 0.4840990900993347, 0.4847279191017151)",1,"(0.39916813373565674, 0.3278495669364929)","(-32.7878303527832, 157.98304748535156, 51.647762298583984)",1,4.309341430664063,1,"(28.400348663330078, -2.7886486053466797, 638.5436401367188)","(0.44077038764953613, 0.49507591128349304, 0.47836193442344666)",1
480049825,6417939514,"(0.38619163632392883, 0.3617629110813141)","(-37.3618278503418, 151.6645050048828, 49.34796905517578)",1,4.58233642578125,1,"(-29.475223541259766, 0.7843416333198547, 642.0827026367188)","(0.569779098033905, 0.4828995168209076, 0.4855186641216278)",1,"(0.39848825335502625, 0.3382767140865326)","(-33.02747344970703, 156.04031372070312, 50.9406623840332)",1,4.30877685546875,1,"(28.392383575439453, -2.3832497596740723, 638.9368286132812)","(0.440818727016449, 0.4938616454601288, 0.47914355993270874)",1
480066480,6417956169,"(0.40664777159690857, 0.38271597027778625)","(-30.151386260986328, 147.76063537597656, 47.927066802978516)",1,4.5565185546875,1,"(-29.53171157836914, 0.7971084117889404, 642.1900634765625)","(0.5698934197425842, 0.4828607141971588, 0.4857383966445923)",1,"(0.409627765417099, 0.36098000407218933)","(-29.100963592529297, 151.8103790283203, 49.40106201171875)",1,4.2916259765625,1,"(28.364276885986328, -2.3651106357574463, 639.0469970703125)","(0.4408921003341675, 0.493805468082428, 0.47936108708381653)",1
480083134,6417972823,"(0.40675660967826843, 0.3884603977203369)","(-30.113019943237305, 146.69036865234375, 47.53752136230469)",1,4.5609283447265625,1,"(-29.56132698059082, 0.7685134410858154, 642.0064697265625)","(0.5699785947799683, 0.4829438030719757, 0.4853742718696594)",1,"(0.4086172580718994, 0.358503520488739)","(-29.457155227661133, 152.27175903320312, 49.56901168823242)",1,4.2880859375,1,"(28.340694427490234, -2.3910446166992188, 638.8646240234375)","(0.44092732667922974, 0.4938843548297882, 0.478994756937027)",1
480099789,6417989478,"(0.4075525999069214, 0.39629411697387695)","(-29.83245086669922, 145.2308349609375, 47.00630187988281)",1,4.557098388671875,1,"(-29.56881332397461, 0.7352607846260071, 641.958251953125)","(0.5700008273124695, 0.48304203152656555, 0.48527857661247253)",1,"(0.41069525480270386, 0.3527432680130005)","(-28.724700927734375, 153.34498596191406, 49.95964431762695)",1,4.2857513427734375,1,"(28.345420837402344, -2.4270730018615723, 638.81591796875)","(0.4409126937389374, 0.49399253726005554, 0.47889819741249084)",1
480116444,6418006133,"(0.4045427143573761, 0.39661461114883423)","(-30.89338493347168, 145.17112731933594, 46.984580993652344)",1,4.552902221679688,1,"(-29.577960968017578, 0.6891646385192871, 641.790283203125)","(0.5700392127037048, 0.4831777513027191, 0.4849437177181244)",1,"(0.4133135974407196, 0.35354793071746826)","(-27.80177879333496, 153.19508361816406, 49.905067443847656)",1,4.286102294921875,1,"(28.336589813232422, -2.473937511444092, 638.6480712890625)","(0.4409167766571045, 0.49413415789604187, 0.4785623848438263)",1
480133098,6418022786,"(0.4022197425365448, 0.3903453052043915)","(-31.712177276611328, 146.33917236328125, 47.40973663330078)",1,4.5499267578125,1,"(-29.577600479125977, 0.6482742428779602, 641.6973266601562)","(0.5700487494468689, 0.483298659324646, 0.4847579300403595)",1,"(0.41376030445098877, 0.36589351296424866)","(-27.64432716369629, 150.89488220214844, 49.06793212890625)",1,4.2838897705078125,1,"(28.344940185546875, -2.5092577934265137, 638.5540161132812)","(0.44088953733444214, 0.494240939617157, 0.47837549448013306)",1
480149753,6418039441,"(0.40054821968078613, 0.3913942575454712)","(-32.30136489868164, 146.14373779296875, 47.33858871459961)",1,4.5411224365234375,1,"(-29.584836959838867, 0.5999547243118286, 641.6571655273438)","(0.5700698494911194, 0.48344168066978455, 0.4846782088279724)",1,"(0.41465824842453003, 0.372341513633728)","(-27.327800750732422, 149.69351196289062, 48.63067626953125)",1,4.2759552001953125,1,"(28.349876403808594, -2.549476146697998, 638.5133666992188)","(0.4408752918243408, 0.49436154961586, 0.47829505801200867)",1
480166408,6418056096,"(0.40029188990592957, 0.39947444200515747)","(-32.391719818115234, 144.63827514648438, 46.79064178466797)",1,4.5292816162109375,1,"(-29.582637786865234, 0.5720630288124084, 641.6923217773438)","(0.5700618624687195, 0.4835246205329895, 0.48474815487861633)",1,"(0.41353458166122437, 0.37247297167778015)","(-27.72386360168457, 149.66903686523438, 48.62173080444336)",1,4.273605346679688,1,"(28.370990753173828, -2.5743207931518555, 638.546630859375)","(0.44083186984062195, 0.49443578720092773, 0.4783635139465332)",1
480183062,6418072750,"(0.4017309248447418, 0.39457273483276367)","(-31.88450050354004, 145.55154418945312, 47.123050689697266)",1,4.532272338867188,1,"(-29.581104278564453, 0.5276098847389221, 641.7291259765625)","(0.5700554847717285, 0.4836566746234894, 0.48482152819633484)",1,"(0.4143625795841217, 0.3689787983894348)","(-27.432025909423828, 150.320068359375, 48.85869216918945)",1,4.286102294921875,1,"(28.389755249023438, -2.620110511779785, 638.58203125)","(0.44079434871673584, 0.49457240104675293, 0.47843629121780396)",1
480199717,6418089405,"(0.40265581011772156, 0.39464208483695984)","(-31.558496475219727, 145.53860473632812, 47.118412017822266)",1,4.529327392578125,1,"(-29.552640914916992, 0.5059401392936707, 642.0477294921875)","(0.5699599981307983, 0.48372286558151245, 0.48545533418655396)",1,"(0.4109267294406891, 0.369263619184494)","(-28.64312171936035, 150.2670135498047, 48.83934020996094)",1,4.2789459228515625,1,"(28.461074829101562, -2.6443827152252197, 638.8955078125)","(0.440666526556015, 0.494642436504364, 0.47906920313835144)",1
480216372,6418106060,"(0.4011758863925934, 0.395412415266037)","(-32.080142974853516, 145.39508056640625, 47.066165924072266)",1,4.5162506103515625,1,"(-29.519685745239258, 0.49413207173347473, 642.1199340820312)","(0.5698795914649963, 0.48375898599624634, 0.48559656739234924)",1,"(0.40758568048477173, 0.3732658326625824)","(-29.820775985717773, 149.52133178710938, 48.56791687011719)",1,4.2704010009765625,1,"(28.52475357055664, -2.6583549976348877, 638.9619750976562)","(0.44053104519844055, 0.4946848750114441, 0.47920775413513184)",1
480233026,6418122714,"(0.3993482291698456, 0.3923805356025696)","(-32.724342346191406, 145.95999145507812, 47.27172088623047)",1,4.517105102539063,1,"(-29.504940032958984, 0.47915878891944885, 642.09375)","(0.5698497891426086, 0.4838036596775055, 0.48554283380508423)",1,"(0.4116397500038147, 0.3744075298309326)","(-28.39177894592285, 149.30859375, 48.49053955078125)",1,4.28753662109375,1,"(28.54970932006836, -2.678382396697998, 638.933349609375)","(0.4404727816581726, 0.4947456419467926, 0.47915294766426086)",1
480249681,6418139369,"(0.402396023273468, 0.392629474401474)","(-31.65004539489746, 145.91360473632812, 47.254844665527344)",1,4.527679443359375,1,"(-29.47612190246582, 0.4613984227180481, 642.1361694335938)","(0.5697817206382751, 0.48385724425315857, 0.4856249988079071)",1,"(0.4127686619758606, 0.37292537093162537)","(-27.993839263916016, 149.58474731445312, 48.5910758972168)",1,4.28955078125,1,"(28.587688446044922, -2.7066876888275146, 638.9725952148438)","(0.4403923451900482, 0.49483051896095276, 0.4792349934577942)",1
480266336,6418156023,"(0.3994414508342743, 0.3866451680660248)","(-32.69148635864258, 147.02857971191406, 47.66062927246094)",1,4.522964477539063,1,"(-29.450153350830078, 0.44679057598114014, 642.2431030273438)","(0.5697133541107178, 0.48390159010887146, 0.48583629727363586)",1,"(0.4097540080547333, 0.36756494641304016)","(-29.05646324157715, 150.58348083496094, 48.954566955566406)",1,4.2902374267578125,1,"(28.631595611572266, -2.729231834411621, 639.0759887695312)","(0.4403049945831299, 0.4948974549770355, 0.4794456660747528)",1
480282990,6418172677,"(0.39592042565345764, 0.38259539008140564)","(-33.93259048461914, 147.78311157226562, 47.93524169921875)",1,4.517730712890625,1,"(-29.418872833251953, 0.42629474401474, 642.38720703125)","(0.5696295499801636, 0.48396363854408264, 0.48612120747566223)",1,"(0.40963566303253174, 0.3624669015407562)","(-29.09817886352539, 151.5333251953125, 49.30027770996094)",1,4.2915802001953125,1,"(28.683063507080078, -2.7586939334869385, 639.2159423828125)","(0.44020456075668335, 0.49498462677001953, 0.4797302186489105)",1
480299645,6418189332,"(0.4003044664859772, 0.3814934194087982)","(-32.38728332519531, 147.9884033203125, 48.0100212097168)",1,4.5035400390625,1,"(-29.394432067871094, 0.4238492250442505, 642.551513671875)","(0.5695586204528809, 0.48397204279899597, 0.486447274684906)",1,"(0.4088766276836395, 0.3578181266784668)","(-29.36574935913086, 152.39947509765625, 49.61552047729492)",1,4.279510498046875,1,"(28.732009887695312, -2.7718329429626465, 639.3763427734375)","(0.44011151790618896, 0.49502283334732056, 0.48005518317222595)",1
480316300,6418205987,"(0.40682467818260193, 0.3846641182899475)","(-30.08902359008789, 147.39764404296875, 47.795021057128906)",1,4.502365112304688,1,"(-29.341922760009766, 0.43419405817985535, 642.3809814453125)","(0.5694590210914612, 0.4839422404766083, 0.48610180616378784)",1,"(0.41062426567077637, 0.35780248045921326)","(-28.749744415283203, 152.40237426757812, 49.6165657043457)",1,4.2755889892578125,1,"(28.77811050415039, -2.775156259536743, 639.200927734375)","(0.43999093770980835, 0.49503642320632935, 0.47970885038375854)",1
480332955,6418222642,"(0.4065253734588623, 0.38871002197265625)","(-30.19451904296875, 146.64385986328125, 47.52065658569336)",1,4.469970703125,1,"(-29.242420196533203, 0.44713515043258667, 642.779052734375)","(0.5691974759101868, 0.4839078187942505, 0.48688805103302)",1,"(0.4087474048137665, 0.36521828174591064)","(-29.41128158569336, 151.0207061767578, 49.113704681396484)",1,4.2458343505859375,1,"(28.91756820678711, -2.7773687839508057, 639.5877685546875)","(0.4397183060646057, 0.49504128098487854, 0.4804943799972534)",1
480349609,6418239296,"(0.40369290113449097, 0.39089399576187134)","(-31.192922592163086, 146.2369384765625, 47.37255096435547)",1,4.450592041015625,1,"(-29.139259338378906, 0.45865947008132935, 643.1810302734375)","(0.5689277052879333, 0.4838777184486389, 0.48768189549446106)",1,"(0.40889182686805725, 0.3683263063430786)","(-29.360380172729492, 150.44161987304688, 48.90292739868164)",1,4.232818603515625,1,"(29.061691284179688, -2.7829105854034424, 639.9780883789062)","(0.4394359886646271, 0.4950560927391052, 0.4812873601913452)",1
480366264,6418255951,"(0.40149444341659546, 0.3953648805618286)","(-31.967838287353516, 145.4039306640625, 47.0693359375)",1,4.398941040039063,1,"(-29.084552764892578, 0.47212502360343933, 643.4014282226562)","(0.5687839388847351, 0.4838400185108185, 0.4881173074245453)",1,"(0.40947824716567993, 0.3748631775379181)","(-29.153682708740234, 149.22373962402344, 48.45958709716797)",1,4.191802978515625,1,"(29.14044189453125, -2.7866101264953613, 640.1921997070312)","(0.43928197026252747, 0.4950661361217499, 0.48172229528427124)",1
480382919,6418272606,"(0.40278124809265137, 0.3958408832550049)","(-31.514236450195312, 145.31527709960938, 47.037044525146484)",1,4.39056396484375,1,"(-29.010536193847656, 0.4879875183105469, 643.7484741210938)","(0.5685847401618958, 0.48379623889923096, 0.48880407214164734)",1,"(0.404691606760025, 0.37289947271347046)","(-30.84088897705078, 149.589599609375, 48.5927619934082)",1,4.1773223876953125,1,"(29.252883911132812, -2.7858664989471436, 640.5302124023438)","(0.43906542658805847, 0.4950621426105499, 0.48240771889686584)",1
480399573,6418289259,"(0.40499651432037354, 0.3982955515384674)","(-30.733409881591797, 144.85791015625, 46.870574951171875)",1,4.34222412109375,1,"(-28.987180709838867, 0.4977991282939911, 643.7566528320312)","(0.5685319304466248, 0.4837678372859955, 0.4888182282447815)",1,"(0.409658819437027, 0.37547385692596436)","(-29.090003967285156, 149.10987854003906, 48.41825485229492)",1,4.139617919921875,1,"(29.27886962890625, -2.7874417304992676, 640.5360717773438)","(0.43900808691978455, 0.49506741762161255, 0.482421875)",1
480416228,6418305914,"(0.41941317915916443, 0.4524664580821991)","(-25.651784896850586, 134.76507568359375, 43.19709396362305)",1,4.3186798095703125,1,"(-28.813167572021484, 0.29403379559516907, 642.127197265625)","(0.5683120489120483, 0.4843709170818329, 0.4855467677116394)",1,"(0.4301820397377014, 0.43217432498931885)","(-21.855907440185547, 138.54576110839844, 44.5732307434082)",1,4.1192779541015625,1,"(29.30028533935547, -3.0029923915863037, 638.89892578125)","(0.43879756331443787, 0.4957338273525238, 0.479155033826828)",1
480432883,6418322569,"(0.4724177420139313, 0.6492085456848145)","(-6.968516826629639, 98.10910034179688, 29.855445861816406)",1,4.259078979492188,1,"(-28.61320686340332, 0.16367359459400177, 640.974853515625)","(0.5679843425750732, 0.48476049304008484, 0.4832264482975006)",1,"(0.49235036969184875, 0.6335726380348206)","(0.0574243925511837, 101.02228546142578, 30.91578483581543)",1,4.053985595703125,1,"(29.371116638183594, -3.1474690437316895, 637.7362060546875)","(0.4385225176811218, 0.49618494510650635, 0.4768398404121399)",1
480449537,6418339223,"(0.47485676407814026, 0.664642870426178)","(-6.108804702758789, 95.23344421386719, 28.80879020690918)",1,4.2375030517578125,1,"(-28.465309143066406, 0.20858298242092133, 641.0958862304688)","(0.5676421523094177, 0.4846312701702118, 0.483455091714859)",1,"(0.49217790365219116, 0.642700731754303)","(-0.0033848003949970007, 99.32157897949219, 30.296791076660156)",1,4.034149169921875,1,"(29.50152587890625, -3.115967035293579, 637.8460083007812)","(0.43824103474617004, 0.49609261751174927, 0.47707104682922363)",1
480466192,6418355878,"(0.4795263111591339, 0.6729304194450378)","(-4.462856292724609, 93.68937683105469, 28.24675178527832)",1,4.176528930664063,1,"(-28.417882919311523, 0.24621526896953583, 640.761474609375)","(0.5675688982009888, 0.48451998829841614, 0.4827827215194702)",1,"(0.48887237906455994, 0.6491409540176392)","(-1.1685322523117065, 98.12166595458984, 29.86005973815918)",1,3.9980621337890634,1,"(29.507774353027344, -3.0931925773620605, 637.509521484375)","(0.4381917417049408, 0.4960300326347351, 0.4763990342617035)",1
480482847,6418372533,"(0.4787891209125519, 0.6719133257865906)","(-4.722728729248047, 93.8788833618164, 28.315723419189453)",1,4.154067993164063,1,"(-28.33938980102539, 0.2850446105003357, 640.7381591796875)","(0.5673955678939819, 0.48440662026405334, 0.4827292561531067)",1,"(0.48756691813468933, 0.6510758996009827)","(-1.6286948919296265, 97.76116180419922, 29.728832244873047)",1,3.98297119140625,1,"(29.57274627685547, -3.075474977493286, 637.4801025390625)","(0.43804264068603516, 0.49597930908203125, 0.4763461947441101)",1
480499501,6418389187,"(0.47485172748565674, 0.6718498468399048)","(-6.110584259033203, 93.89069366455078, 28.32004737854004)",1,4.111907958984375,1,"(-28.306493759155273, 0.2950625419616699, 640.5167846679688)","(0.5673438906669617, 0.4843771755695343, 0.4822840690612793)",1,"(0.48737385869026184, 0.6524916291236877)","(-1.6967480182647705, 97.49739837646484, 29.632808685302734)",1,3.9408111572265625,1,"(29.578323364257812, -3.08296275138855, 637.2573852539062)","(0.4380071759223938, 0.4960053265094757, 0.47590172290802)",1
480516156,6418405842,"(0.47381263971328735, 0.6699853539466858)","(-6.476856708526611, 94.23807525634766, 28.446495056152344)",1,4.109588623046875,1,"(-28.274124145507812, 0.3308127820491791, 640.7194213867188)","(0.5672512054443359, 0.484272301197052, 0.4826861619949341)",1,"(0.48962637782096863, 0.6509314775466919)","(-0.9027702808380127, 97.7881088256836, 29.73859214782715)",1,3.937301635742188,1,"(29.618789672851562, -3.0651416778564453, 637.4572143554688)","(0.43793684244155884, 0.49595001339912415, 0.47630468010902405)",1
480532811,6418422496,"(0.4747065007686615, 0.6774979829788208)","(-6.1617889404296875, 92.83836364746094, 27.937028884887695)",1,4.07562255859375,1,"(-28.282001495361328, 0.3747169077396393, 640.6347045898438)","(0.5672761797904968, 0.48414140939712524, 0.4825175702571869)",1,"(0.49392908811569214, 0.6522567868232727)","(0.6138826012611389, 97.5411605834961, 29.648698806762695)",1,3.9085693359375,1,"(29.598709106445312, -3.037599563598633, 637.3738403320312)","(0.4379726052284241, 0.4958684742450714, 0.47613584995269775)",1
480549465,6418439150,"(0.4794585108757019, 0.6793609261512756)","(-4.486783027648926, 92.49126434326172, 27.81068229675293)",1,4.0654144287109375,1,"(-28.288715362548828, 0.4293166995048523, 640.7391967773438)","(0.5672798752784729, 0.4839792847633362, 0.48272705078125)",1,"(0.49340906739234924, 0.6646612882614136)","(0.43059539794921875, 95.2300033569336, 28.807558059692383)",1,3.89068603515625,1,"(29.598922729492188, -2.9866445064544678, 637.4785766601562)","(0.4379819333553314, 0.49571463465690613, 0.4763447344303131)",1
480566120,6418455805,"(0.47819989919662476, 0.6685658097267151)","(-4.930409908294678, 94.50255584716797, 28.542743682861328)",1,4.0282135009765625,1,"(-28.303213119506836, 0.44319862127304077, 640.7077026367188)","(0.5673149824142456, 0.4839375615119934, 0.48266541957855225)",1,"(0.4901498854160309, 0.6748780012130737)","(-0.7182220816612244, 93.32647705078125, 28.114727020263672)",1,3.8682708740234375,1,"(29.580184936523438, -2.971450090408325, 637.4485473632812)","(0.4380204975605011, 0.4956692159175873, 0.47628283500671387)",1
480582775,6418472460,"(0.47739604115486145, 0.6647963523864746)","(-5.213753700256348, 95.2048568725586, 28.798372268676758)",1,4.012847900390625,1,"(-28.320938110351562, 0.42573127150535583, 640.7891235351562)","(0.5673468112945557, 0.48398926854133606, 0.48282960057258606)",1,"(0.4884472191333771, 0.6718090772628784)","(-1.3183821439743042, 93.89826202392578, 28.322818756103516)",1,3.865524291992188,1,"(29.5672607421875, -2.9873170852661133, 637.5316162109375)","(0.438058465719223, 0.4957149922847748, 0.4764477610588074)",1
480599430,6418489115,"(0.4831382632255554, 0.6726377010345459)","(-3.189700126647949, 93.74390411376953, 28.26663589477539)",1,3.9749908447265625,1,"(-28.356159210205078, 0.3936777412891388, 640.6577758789062)","(0.5674387812614441, 0.4840831756591797, 0.48257020115852356)",1,"(0.4886018931865692, 0.6695253252983093)","(-1.2638633251190186, 94.32376098632812, 28.477689743041992)",1,3.834503173828125,1,"(29.520774841308594, -3.018439769744873, 637.4041137695312)","(0.4381500482559204, 0.4958086907863617, 0.4761889576911926)",1
480616084,6418505769,"(0.4849056005477905, 0.6821218729019165)","(-2.56675386428833, 91.97686767578125, 27.623491287231445)",1,3.974945068359375,1,"(-28.38923454284668, 0.3115556538105011, 640.50537109375)","(0.5675290822982788, 0.48432591557502747, 0.4822685420513153)",1,"(0.4916323721408844, 0.6767098903656006)","(-0.19567175209522247, 92.98517608642578, 27.990478515625)",1,3.809600830078125,1,"(29.474510192871094, -3.1036269664764404, 637.255859375)","(0.4382402300834656, 0.49606436491012573, 0.4758894145488739)",1
480632739,6418522424,"(0.4832940995693207, 0.6755700707435608)","(-3.1348063945770264, 93.19757080078125, 28.067777633666992)",1,3.9558258056640634,1,"(-28.37761116027832, 0.23994392156600952, 640.6902465820312)","(0.5674863457679749, 0.4845395088195801, 0.48263683915138245)",1,"(0.4922460615634918, 0.6896469593048096)","(0.020638441666960716, 90.5748062133789, 27.113182067871094)",1,3.793167114257813,1,"(29.50493621826172, -3.1732592582702637, 637.43896484375)","(0.4381924271583557, 0.4962703287601471, 0.47625866532325745)",1
480649394,6418539079,"(0.48015958070755005, 0.6713043451309204)","(-4.239656925201416, 93.99232482910156, 28.35704803466797)",1,3.9433441162109375,1,"(-28.377185821533203, 0.17252229154109955, 640.7174682617188)","(0.5674839615821838, 0.48473992943763733, 0.4826911687850952)",1,"(0.4894372522830963, 0.6858285665512085)","(-0.9694270491600037, 91.28624725341797, 27.372119903564453)",1,3.7928619384765625,1,"(29.510726928710938, -3.2377545833587646, 637.466064453125)","(0.43818363547325134, 0.49646276235580444, 0.476313978433609)",1
480666048,6418555732,"(0.47780853509902954, 0.6667841076850891)","(-5.06836462020874, 94.83450317382812, 28.663572311401367)",1,3.910888671875,1,"(-28.356708526611328, 0.16351276636123657, 640.9291381835938)","(0.5674176812171936, 0.4847676455974579, 0.48311230540275574)",1,"(0.4877762794494629, 0.6792715787887573)","(-1.5548945665359497, 92.5079116821289, 27.81675148010254)",1,3.769805908203125,1,"(29.548828125, -3.2488882541656494, 637.6752319335938)","(0.43812018632888794, 0.4964935779571533, 0.4767354726791382)",1
480682703,6418572387,"(0.4787490665912628, 0.6652286052703857)","(-4.736844539642334, 95.12432861328125, 28.7690486907959)",1,3.900238037109375,1,"(-28.33658218383789, 0.2170952409505844, 640.9921264648438)","(0.5673655867576599, 0.4846091568470001, 0.4832364618778229)",1,"(0.49236732721328735, 0.6790941953659058)","(0.06338290870189667, 92.54096984863281, 27.82878303527832)",1,3.763092041015625,1,"(29.57054901123047, -3.1977922916412354, 637.7362670898438)","(0.43807676434516907, 0.4963405728340149, 0.47685888409614563)",1
480699358,6418589042,"(0.4744351804256439, 0.6703556776046753)","(-6.257418632507324, 94.16907501220703, 28.42137908935547)",1,3.8782806396484375,1,"(-28.312969207763672, 0.27066314220428467, 641.1021118164062)","(0.5673012137413025, 0.48445093631744385, 0.4834541082382202)",1,"(0.4937734007835388, 0.6801362633705139)","(0.559013307094574, 92.3468017578125, 27.758146286010742)",1,3.73565673828125,1,"(29.60028839111328, -3.149202823638916, 637.8438110351562)","(0.438020259141922, 0.4961945414543152, 0.47707605361938477)",1
480716012,6418605696,"(0.47242745757102966, 0.6686866879463196)","(-6.965101718902588, 94.48004150390625, 28.534574508666992)",1,3.86456298828125,1,"(-28.291675567626953, 0.31803494691848755, 641.3079223632812)","(0.5672326683998108, 0.48431137204170227, 0.4838634133338928)",1,"(0.49007001519203186, 0.6821402311325073)","(-0.7463775873184204, 91.97342681884766, 27.622255325317383)",1,3.7256011962890634,1,"(29.63580322265625, -3.1108970642089844, 638.0469970703125)","(0.43796101212501526, 0.49607786536216736, 0.47748497128486633)",1
480732667,6418622351,"(0.47303417325019836, 0.66446453332901)","(-6.7512640953063965, 95.26669311523438, 28.820884704589844)",1,3.8342132568359375,1,"(-28.296606063842773, 0.3065270483493805, 641.2902221679688)","(0.567245602607727, 0.48434534668922424, 0.48382848501205444)",1,"(0.48627662658691406, 0.6829909086227417)","(-2.0834779739379883, 91.81492614746094, 27.564538955688477)",1,3.695068359375,1,"(29.625152587890625, -3.127704381942749, 638.0304565429688)","(0.43798351287841797, 0.49612802267074585, 0.47745105624198914)",1
480749322,6418639006,"(0.47151100635528564, 0.6645864248275757)","(-7.28815221786499, 95.24398040771484, 28.812618255615234)",1,3.8224945068359375,1,"(-28.304189682006836, 0.2611607313156128, 641.4902954101562)","(0.5672436952590942, 0.4844802916049957, 0.4842289984226227)",1,"(0.4873265326023102, 0.6846099495887756)","(-1.7134135961532593, 91.51327514648438, 27.454755783081055)",1,3.6803131103515625,1,"(29.6287841796875, -3.177050828933716, 638.2312622070312)","(0.4379972815513611, 0.4962722063064575, 0.47785302996635437)",1
480765976,6418655660,"(0.4716174304485321, 0.663374662399292)","(-7.250624179840088, 95.4697494506836, 28.894758224487305)",1,3.7911376953125,1,"(-28.3182373046875, 0.22023767232894897, 641.5988159179688)","(0.5672650933265686, 0.48460161685943604, 0.48444703221321106)",1,"(0.493785560131073, 0.6775155067443848)","(0.5632898807525635, 92.83506774902344, 27.935863494873047)",1,3.6608734130859375,1,"(29.619667053222656, -3.2215893268585205, 638.3413696289062)","(0.43803006410598755, 0.4964030683040619, 0.4780726432800293)",1
480782631,6418672314,"(0.4733516275882721, 0.6551188826560974)","(-6.639346599578857, 97.00791931152344, 29.454591751098633)",1,3.784500122070313,1,"(-28.322059631347656, 0.16265009343624115, 641.5443725585938)","(0.5672799944877625, 0.48477229475975037, 0.4843384921550751)",1,"(0.49350857734680176, 0.669061005115509)","(0.4656503200531006, 94.41028594970703, 28.50921630859375)",1,3.647171020507813,1,"(29.606727600097656, -3.2824833393096924, 638.2882080078125)","(0.43805477023124695, 0.49658530950546265, 0.4779658317565918)",1
